OID_,width,easement_type,easement_source,adddate,withdrawdate,shape_Length,shape_Area
1,20.000000000000000,,,10/30/2006 0:00:00.000,,1274.217428285400047,12278.899888572192140
2,20.000000000000000,,,10/30/2006 0:00:00.000,,1399.390398684328147,13368.207222970073417
3,20.000000000000000,,,10/30/2006 0:00:00.000,,1076.682876490933950,10353.560448597487266
4,,,,3/14/2008 0:00:00.000,,421.334818332373743,7345.788195490877115
5,0.000000000000000,,,12/30/1899 0:00:00.000,12/30/1899 0:00:00.000,92.700261574818299,61.447431290065310
6,0.000000000000000,,,8/6/2007 0:00:00.000,,482.481753954621468,8274.516715309213396
7,,,,,,1024.293698939688511,8724.103045767422373
8,0.000000000000000,,,12/30/1899 0:00:00.000,12/30/1899 0:00:00.000,36.187357599573573,3.737395853125088
9,0.000000000000000,,,8/6/2007 0:00:00.000,,604.374776331245585,11715.362126040983640
10,20.000000000000000,,,8/6/2007 0:00:00.000,,685.109916926364917,6454.820287741324137
11,,,,5/1/2015 0:00:00.000,,572.881387760045868,14486.231251305096521
12,0.000000000000000,,,,,1387.178820473687210,14610.282041774555182
13,0.000000000000000,,,,,1083.837309670278046,7972.032486525517015
14,0.000000000000000,,,,,700.856125919000306,24144.006071330917621
15,50.000000000000000,,,,,669.240184970940959,15547.914774211845724
16,0.000000000000000,,,,,551.189666184174712,3907.184739194696704
17,15.000000000000000,,,,,1399.768287377356273,15046.301492269411028
18,,,,,,372.191627609959767,45.896192696854115
19,0.000000000000000,,,,,382.359428265695556,1929.921139115813048
20,15.000000000000000,,,6/21/2014 0:00:00.000,,283.120289228145168,2013.828638003147944
21,0.000000000000000,,,,,753.196182342039606,43588.881181373959407
22,0.000000000000000,,,8/20/2004 0:00:00.000,,190.802206103566334,1489.184987697748284
23,20.000000000000000,,,6/21/2014 0:00:00.000,,1027.769614779894937,9806.796625780873001
24,0.000000000000000,,,,,989.105703460571931,4412.039170565672975
25,0.000000000000000,,,,,1885.883077480983275,10444.723038581361834
26,0.000000000000000,,,,,2159.642411772737432,14398.511852312522024
27,0.000000000000000,,,6/22/2006 0:00:00.000,,143.750161915797747,884.038438058447696
28,0.000000000000000,,,,,511.969590810582361,20806.817067001418764
29,15.000000000000000,,,2/29/2008 0:00:00.000,,3193.400635112391683,24013.336370243388956
30,0.000000000000000,,,,,2002.386176647845559,10132.607309958850237
31,0.000000000000000,,,,,354.031293295298099,4562.922739930651915
32,0.000000000000000,,,,,146.506734360248259,329.809061557027235
33,0.000000000000000,,,,,134.490506373668751,510.658280112953662
34,0.000000000000000,,,,,1644.823380914496283,9106.814086444639543
35,0.000000000000000,,,,,622.577096102313817,30775.516025341541535
36,15.000000000000000,,,,,314.463670610304405,2622.101896228286478
37,60.000000000000000,,,,,3440.370586073882350,93056.402792126362328
38,15.000000000000000,,,,,166.114414660018724,1011.716379215960956
39,0.000000000000000,,,,,741.317594573474139,9814.907942307947451
40,0.000000000000000,,,,,332.286029692615784,3129.168969791615837
41,57.000000000000000,,,12/11/2015 0:00:00.000,,1020.089209919094628,24622.901003497430793
42,0.000000000000000,,,,,1151.649306470146939,5656.517946900828065
43,30.000000000000000,,,,,619.678733103192599,8374.892503479799416
44,22.000000000000000,,,2/8/2016 0:00:00.000,,559.914671930293707,5601.262700805646091
45,15.000000000000000,,,,,690.438903203524205,4910.939015689428743
46,0.000000000000000,,,5/18/2005 0:00:00.000,,180.691413801065238,968.334156080616594
47,,,,8/28/2014 0:00:00.000,,2029.045785407388166,68535.188353914039908
48,58.000000000000000,,,12/11/2015 0:00:00.000,,885.172764440578817,22134.504501173356402
49,,,,,,663.797877339114393,8699.967654874344589
50,0.000000000000000,,,,,150.728601105715740,939.025156359127095
51,0.000000000000000,,,,,341.384259299674454,1640.708342972895252
52,15.000000000000000,,,,,516.962119467619914,3639.157371908690038
53,0.000000000000000,,,,,1351.473191211980065,9357.616924837888291
54,,,,12/11/2015 0:00:00.000,,7434.481448585656835,194782.697333834599704
55,0.000000000000000,,,,,1056.205868502520161,6124.395602652924026
56,0.000000000000000,,,,,795.222063885730108,8046.601384065318598
57,0.000000000000000,,,,,1659.053804663059964,10061.657181013522859
58,15.000000000000000,,,,,454.668916086741149,3172.837653287158901
59,,,,8/8/2008 0:00:00.000,,555.191262851447050,6653.453229590874798
60,0.000000000000000,,,6/30/2006 0:00:00.000,,279.288649815294889,1452.159159731653517
61,,,,6/19/2013 0:00:00.000,,205.385933912347042,1158.289889242623758
62,0.000000000000000,,,,,656.200453068772731,34198.307846141506161
63,,,,,,569.085771294816368,7580.299050211805479
64,30.000000000000000,,,,,1726.510665242832147,24993.915713381793466
65,0.000000000000000,,,3/20/2006 0:00:00.000,,1656.492821727513046,25391.926024497399339
66,15.000000000000000,,,,,385.218097604859850,2647.473987625187419
67,0.000000000000000,,,,,699.471526031617600,38862.509664185468864
68,,,,6/23/2015 0:00:00.000,,7102.087533359351255,128695.887596023967490
69,0.000000000000000,,,,,156.817209501113240,1422.769486100319682
70,0.000000000000000,,,8/19/2004 0:00:00.000,,103.353617401179818,521.981672268057423
71,0.000000000000000,,,12/13/2007 0:00:00.000,,1059.528972182170264,69656.099611924626515
72,26.000000000000000,,,12/12/2005 0:00:00.000,,110.335177687610155,643.544978098637330
73,0.000000000000000,,,10/25/2004 0:00:00.000,,536.436560682088952,6180.755008837925743
74,0.000000000000000,,,12/13/2007 0:00:00.000,,1739.762966196231901,32913.862115551914030
75,0.000000000000000,,,12/31/2001 0:00:00.000,,1154.252792031935542,18526.576856646737724
76,15.000000000000000,,,,,641.468023580183399,7891.613966154243826
77,30.000000000000000,,,12/12/2005 0:00:00.000,,1349.651518484915414,26287.637595808984770
78,40.000000000000000,,,6/22/2004 0:00:00.000,,2554.482288720898396,67352.589344471110962
79,20.000000000000000,,,5/13/2015 0:00:00.000,,170.446954686567011,1021.584270268231194
80,12.000000000000000,,,5/13/2015 0:00:00.000,,277.165769411779081,1512.002163364117905
81,30.000000000000000,,,12/12/2005 0:00:00.000,,7027.843087385656872,140309.683059704344487
82,,,,6/4/2012 0:00:00.000,,616.588676059437830,14830.302180597664119
83,30.000000000000000,,,3/10/2015 0:00:00.000,,322.285437777697211,3570.556398144010927
84,0.000000000000000,,,,,110.142232266812613,256.684308484784765
85,0.000000000000000,,,5/31/2007 0:00:00.000,,5004.585571369727404,75955.076612916542217
86,0.000000000000000,,,,,1403.489805406149344,6861.623099764096878
87,0.000000000000000,,,,,221.852414131583231,3069.885085784072089
88,15.000000000000000,,,,,1603.546386774498615,30259.332790368025599
89,0.000000000000000,,,,,1608.633158441718024,10570.850797293907817
90,0.000000000000000,,,,,836.165959862554246,15291.326298418905935
91,0.000000000000000,,,,,252.636507388730763,3378.418995315288612
92,0.000000000000000,,,,,265.011872165972818,3584.423590798396162
93,0.000000000000000,,,,,384.771356943797855,4926.370867039666336
94,0.000000000000000,,,,,252.031206036319929,3288.791317344867366
95,15.000000000000000,,,,,1617.912141570954191,12393.322422940640536
96,0.000000000000000,,,,,377.376386271113631,5145.929201315132559
97,0.000000000000000,,,,,891.986203303083698,4753.312539633346205
98,0.000000000000000,,,,,246.447020920538620,2310.952147116836841
99,,,,5/21/2014 0:00:00.000,,811.131942391496864,34817.455114411895920
100,2.000000000000000,,,,,316.241990733234047,1311.274696259973325
101,0.000000000000000,,,,,2922.548770720665743,86194.001280649332330
102,0.000000000000000,,,,,878.589700948576024,6901.788205769549677
103,0.000000000000000,,,,,851.636260678028293,5046.865818859944739
104,0.000000000000000,,,,,1092.432373496671289,5484.685140064329062
105,60.000000000000000,,,,,2416.638681480833384,68850.470717890944798
106,28.000000000000000,,,8/10/2005 0:00:00.000,,1433.055856333796555,19657.011931309320062
107,0.000000000000000,,,,,581.645118247041864,8820.031357675323306
108,0.000000000000000,,,,,320.134497078346612,4911.423991556272995
109,0.000000000000000,,,,,313.732996224222688,4310.855234094493426
110,0.000000000000000,,,,,1749.374040345729099,29893.807556836552976
111,20.000000000000000,,,,,675.166260060190325,6395.772195367262611
112,15.000000000000000,,,,,234.391881575451976,1577.233543457768292
113,0.000000000000000,,,,,684.388237249559211,3377.333361594673079
114,30.000000000000000,,,2/7/2012 0:00:00.000,,392.792522486520284,4943.186178591708995
115,30.000000000000000,,,,,954.265611764260825,13266.419410784154024
116,0.000000000000000,,,,,6381.329056037720875,58787.601645879294665
117,65.000000000000000,,,6/17/2005 0:00:00.000,,757.805213611064687,19963.294511557749502
118,0.000000000000000,,,,,1072.288858875395363,17978.730439347731590
119,0.000000000000000,,,,,1746.702878114129589,12475.882192782819402
120,60.000000000000000,,,,,760.877380489028837,18776.878762422882573
121,15.000000000000000,,,,,747.219794190754101,5378.352212784818221
122,0.000000000000000,,,,,395.600074663528346,3985.382952407029279
123,0.000000000000000,,,,,1713.481967794203683,38573.728924581133469
124,0.000000000000000,,,,,1390.551555321238538,9229.789331215351922
125,60.000000000000000,,,,,892.915673061674852,23185.779924239915999
126,15.000000000000000,,,,,570.824743648737922,4057.150109472648637
127,0.000000000000000,,,,,1012.333602735742147,11978.101071596611291
128,0.000000000000000,,,,,201.559753334104130,1814.844848672184980
129,0.000000000000000,,,,,113.797567554026656,314.239157880091057
130,15.000000000000000,,,,,3231.075301035836219,25158.740207145408931
131,0.000000000000000,,,,,1784.195208515141303,11434.436433806533387
132,,,,7/11/2014 0:00:00.000,,207.091782359995818,2658.874988831888913
133,20.000000000000000,,,,,1489.732031042946346,14327.863549692572633
134,0.000000000000000,,,,,2561.411766026531495,34756.375698635682056
135,,,,7/19/2013 0:00:00.000,,1440.828779960686916,27005.812219083294622
136,15.000000000000000,,,,,1340.470889626906001,16483.101123592179647
137,0.000000000000000,,,,,748.891032721621400,6732.622936814419518
138,,,,2/16/2011 0:00:00.000,,1647.931055245159314,43149.768788230117934
139,15.000000000000000,,,,,3511.968173373140417,26098.016641843561956
140,30.000000000000000,,,,,1023.016519230171980,9394.672327205471447
141,0.000000000000000,,,,,934.818907628788224,10602.301739933131103
142,0.000000000000000,,,,,148.610313098843790,1369.300063117181026
143,0.000000000000000,,,,,1302.146426064071420,25369.021428166310216
144,0.000000000000000,,,,,208.032404862150429,1322.493992003913945
145,0.000000000000000,,,,,4604.267959235627131,22952.256951589231903
146,0.000000000000000,,,,,705.037521299705645,4239.158971783747802
147,20.000000000000000,,,,,1488.260987635491574,15240.575670390693631
148,23.000000000000000,,,12/31/2008 0:00:00.000,,277.091723228131059,2699.002932160462933
149,15.000000000000000,,,,,1953.734747508570990,22625.169001530433889
150,60.000000000000000,,,9/26/2000 0:00:00.000,,1897.187727591438943,53023.553948097345710
151,41.000000000000000,,,,,746.357983120666859,13725.348781139826315
152,20.000000000000000,,,11/8/2012 0:00:00.000,,682.178705718072024,6346.269654878754409
153,0.000000000000000,,,,,765.666490185465136,14657.287119272814380
154,15.000000000000000,,,,,12019.492585990665248,78965.823711722070584
155,11.000000000000000,,,3/21/2016 0:00:00.000,,69.388046540900774,260.736491428308284
156,0.000000000000000,,,,,1755.090164955469845,10344.166142541427689
157,24.000000000000000,,,2/22/2016 0:00:00.000,,564.859432858780337,6185.128264245572609
158,0.000000000000000,,,,,316.074832824852365,1880.750099830514273
159,0.000000000000000,,,,,6531.947696205618740,59607.763055226430879
160,0.000000000000000,,,,,1643.714109869384401,33768.805971362584387
161,15.000000000000000,,,4/30/2002 0:00:00.000,,877.783224570684638,8117.523073241483871
162,50.000000000000000,,,5/6/2004 0:00:00.000,,294.520257735639063,4793.614084360911875
163,10.000000000000000,,,,,159.152986113075769,695.546315511436205
164,15.000000000000000,,,,,947.705085084866482,6884.656254475573405
165,0.000000000000000,,,,,1226.335418550464965,12132.425532035034848
166,30.000000000000000,,,,,666.397010598024735,9167.591277205656297
167,0.000000000000000,,,,,546.077402702625704,6585.252607243708553
168,30.000000000000000,,,,,1860.535177936106038,92386.419544923701324
169,15.000000000000000,,,,,3038.512978295580069,33005.691471829966758
170,20.000000000000000,,,,,380.716551477893347,3614.462189725338703
171,0.000000000000000,,,,,1770.990552034347502,14184.837985162021141
172,0.000000000000000,,,,,3192.880306977356668,523121.089429241605103
173,0.000000000000000,,,,,280.487502876143878,5718.094755967420497
174,0.000000000000000,,,11/7/2003 0:00:00.000,,382.678968336343587,7684.011075800988692
175,20.000000000000000,,,,,1978.797392372814102,14800.791724921968125
176,15.000000000000000,,,,,5438.153205817371600,100585.515329869769630
177,0.000000000000000,,,,,2579.270223439801157,72329.497602150760940
178,15.000000000000000,,,,,1336.842637604939227,10550.244810117688758
179,0.000000000000000,,,,,1217.329708796503837,30173.829760040458495
180,0.000000000000000,,,,,11794.039520929301943,182890.388958683644887
181,0.000000000000000,,,9/12/1990 0:00:00.000,,1445.992118759771984,10619.224998051959119
182,0.000000000000000,,,,,165.737305385412640,1254.627661486645820
183,70.000000000000000,,,,,927.469961682485632,29293.341181759744359
184,0.000000000000000,,,,,554.367131832169548,5409.877125530046214
185,0.000000000000000,,,,,1236.234481588400740,13290.128384761568668
186,30.000000000000000,,,,,953.103973238290223,13388.616871734702727
187,0.000000000000000,,,,,380.967348555260799,9622.883830890541503
188,0.000000000000000,,,,,4947.820762247269158,84588.245653642326943
189,0.000000000000000,,,,,129.552747125666201,431.885009179532346
190,0.000000000000000,,,,,1003.217954427885047,11861.947588292649016
191,15.000000000000000,,,,,3490.206740573461047,79456.811036784580210
192,0.000000000000000,,,2/6/2006 0:00:00.000,,351.740718363069732,3982.965131798167022
193,0.000000000000000,,,,,1438.424211740417832,17740.478071294008259
194,15.000000000000000,,,,,1879.680000483905133,13866.709016022923606
195,0.000000000000000,,,,,1729.660072053891327,32866.798630616736773
196,0.000000000000000,,,9/12/1990 0:00:00.000,,692.453284453531182,4966.220384636528252
197,0.000000000000000,,,,,440.746741219137334,3718.164683270064415
198,0.000000000000000,,,,,3761.047298024005158,74937.126640914633754
199,36.000000000000000,,,,,1473.031267522474991,23096.677446932437306
200,0.000000000000000,,,,,11.203193061498078,5.121399801419266
201,0.000000000000000,,,,,2502.025621841702105,16622.045877869932156
202,0.000000000000000,,,,,4726.456518106370822,33537.984887915292347
203,20.000000000000000,,,7/26/2002 0:00:00.000,,400.028278492328013,3592.353689485498762
204,0.000000000000000,,,,,190.351128637176544,2486.872286236618493
205,0.000000000000000,,,,,1775.724917214870402,35514.371918207900308
206,15.000000000000000,,,,,487.765102740166299,4394.425891285217403
207,20.000000000000000,,,,,2641.983705899188408,24453.133099196158582
208,0.000000000000000,,,,,777.849365951747131,4179.221534152740787
209,30.000000000000000,,,,,954.291009118080183,13172.229619335566895
210,0.000000000000000,,,,,1079.189094720804178,17517.809173419667786
211,0.000000000000000,,,,,1169.575320242253838,88543.811709474510280
212,30.000000000000000,,,,,5892.430022514282427,92977.721508139424259
213,15.000000000000000,,,,,2305.870102620080161,27540.927535187205649
214,,,,4/18/2012 0:00:00.000,,70.974916309376198,294.696025311914013
215,,,,4/18/2012 0:00:00.000,,71.754621458575684,301.529962410571159
216,,,,4/18/2012 0:00:00.000,,621.719984061133800,15202.671742544303925
217,30.000000000000000,,,,,409.607902659892716,5237.292459963768124
218,60.000000000000000,,,,,414.800957917174287,8218.749505716614294
219,15.000000000000000,,,,,369.118961172510183,2143.940871441285708
220,0.000000000000000,,,,,1981.846230942353259,14647.986459189061861
221,0.000000000000000,,,,,1841.051759171060439,16178.379925678313157
222,0.000000000000000,,,,,224.235099175708655,835.046445965005660
223,60.000000000000000,,,,,1567.342902486946514,43142.295087742699252
224,0.000000000000000,,,,,410.973909419604524,3330.030724966098205
225,0.000000000000000,,,4/13/2004 0:00:00.000,,238.056264178084490,754.176998277044731
226,0.000000000000000,,,,,1177.011193923833162,17452.116902414876677
227,0.000000000000000,,,,,799.603621766210722,17645.403198543037433
228,0.000000000000000,,,,,191.451304009957425,963.896160412320683
229,,,,4/16/2013 0:00:00.000,,496.647279724715645,7283.068347813579749
230,15.000000000000000,,,6/12/1987 0:00:00.000,,205.445927179022306,1300.382640393124802
231,0.000000000000000,,,,,604.655559884501372,26398.220544405983674
232,0.000000000000000,,,,,3026.394079761795183,61086.978619559609797
233,15.000000000000000,,,,,3933.270374462568725,27261.019318642032886
234,0.000000000000000,,,,,4663.013576962923253,220334.501327970181592
235,0.000000000000000,,,,,829.641173926614897,3829.847259560612201
236,0.000000000000000,,,,,475.811717746259433,5286.652609749322437
237,15.000000000000000,,,,,2732.994465207535086,26834.092987754542264
238,0.000000000000000,,,,,2143.731622502879418,12479.012977318137928
239,0.000000000000000,,,,,982.261177807519061,17950.668635823785735
240,15.000000000000000,,,,,923.184302683742203,6714.817627818728397
241,0.000000000000000,,,,,272.676200885603919,3821.723648912578483
242,15.000000000000000,,,,,1394.187242581059991,23719.086499751017982
243,0.000000000000000,,,,,305.154686729992420,4054.868863821188370
244,0.000000000000000,,,,,8472.492951216856454,179463.168290121306200
245,0.000000000000000,,,,,237.607836637739950,1713.376885192659756
246,0.000000000000000,,,,,585.843382691300803,3858.577827308214637
247,0.000000000000000,,,,,497.452176113765120,8083.069935190866090
248,5.000000000000000,,,,,3031.770531684471734,7551.184571875196525
249,0.000000000000000,,,,,2979.680531502099711,15310.031630151130230
250,0.000000000000000,,,3/31/2004 0:00:00.000,,1819.036028738885534,28146.122131145657477
251,0.000000000000000,,,,,631.990278063810138,31720.206028922424593
252,0.000000000000000,,,,,869.353900845782164,25837.953511263563996
253,0.000000000000000,,,,,405.001954982571306,1831.140061276344795
254,0.000000000000000,,,,,631.961737931974653,31717.488529991274845
255,0.000000000000000,,,,,5084.070269571689096,99100.285734537494136
256,15.000000000000000,,,,,252.490995423107847,1648.112969010307552
257,,,,,,1709.306600594407428,8448.791208556458514
258,30.000000000000000,,,9/23/2009 0:00:00.000,,3128.723336312304127,46020.494032141032221
259,0.000000000000000,,,,,165.431544095729095,1830.651818338666317
260,15.000000000000000,,,,,558.530658131442920,3963.571789220215578
261,,,,,,531.646547783761548,5846.095653416225105
262,0.000000000000000,,,3/24/2005 0:00:00.000,,122.184299856076620,885.305903652711208
263,0.000000000000000,,,,,406.040380660592064,1611.063732079146803
264,0.000000000000000,,,,,938.214153580793095,4918.204769443794248
265,0.000000000000000,,,,,1832.204216688375027,42278.563394947770576
266,0.000000000000000,,,,,683.918327291434025,8692.240034602014930
267,15.000000000000000,,,8/13/2015 0:00:00.000,,710.542702762625595,5086.552984351222221
268,10.000000000000000,,,1/30/2006 0:00:00.000,,67.362773952615413,236.132257513634556
269,0.000000000000000,,,,,2223.128572196573259,26190.669645173340541
270,10.000000000000000,,,,,408.516336335876076,2859.628960532745623
271,0.000000000000000,,,,,1758.109102377855834,30275.255860821598617
272,0.000000000000000,,,3/24/2005 0:00:00.000,,545.925318788909067,6338.436486138382861
273,,,,,,511.280159498015621,2355.442273228663453
274,0.000000000000000,,,,,852.542990122023184,41127.226352841666085
275,30.000000000000000,,,,,516.177013393342804,7455.669800258795476
276,0.000000000000000,,,,,763.627637507532313,3396.735866852546678
277,60.000000000000000,,,,,7502.497559017077947,227410.688871819002088
278,0.000000000000000,,,,,406.187279583984036,2414.888196693241298
279,25.000000000000000,,,6/6/2007 0:00:00.000,,715.478312960732296,7351.981131922038912
280,0.000000000000000,,,,,6467.883112601773973,193924.615926068829140
281,18.000000000000000,,,,,2789.991066422914628,40104.208700039504038
282,0.000000000000000,,,,,2654.429022595573315,18122.713448320646421
283,0.000000000000000,,,,,532.124225485542183,14806.714289421825015
284,0.000000000000000,,,,,1193.736422599104799,37196.966038778766233
285,0.000000000000000,,,,,3314.852705408551628,21425.910543873320421
286,,,,,,1435.077625125396480,10293.912547308193098
287,0.000000000000000,,,,,3429.785556257530970,67017.200126415948034
288,50.000000000000000,,,,,1232.103951804991993,26288.998531303499476
289,30.000000000000000,,,,,3664.581914639788465,63038.545351130174822
290,0.000000000000000,,,,,1759.365035503589979,11994.681678863906200
291,0.000000000000000,,,,,835.810349102234682,4343.422009778986649
292,25.000000000000000,,,7/19/2004 0:00:00.000,,189.842370190820589,1748.828696254495753
293,15.000000000000000,,,10/29/2002 0:00:00.000,,427.616058722422167,2953.693298900810078
294,50.000000000000000,,,,,912.981494410791356,13967.255745771935835
295,40.000000000000000,,,6/15/2007 0:00:00.000,,159.815693080821490,1596.270333119905672
296,50.000000000000000,,,,,207.033439764439208,2665.794588342224415
297,25.000000000000000,,,6/6/2007 0:00:00.000,,711.643082860941263,8254.131475412908912
298,0.000000000000000,,,,,1869.861788943610009,11591.113520893663008
299,20.000000000000000,,,,,381.261223527821699,3834.008096693600237
300,0.000000000000000,,,,,315.028149834089049,3465.091682161144035
301,25.000000000000000,,,,,1077.061654633031367,13933.544596047542655
302,15.000000000000000,,,,,875.312393822997592,8935.499640192103470
